sample,fastq_1,fastq_2,input_bam,entrypoint,platform,assay,datatype,pair,concatemer,read_type,enrichment
SRR16958692,/data1/users/siyangming/PlanteccDNADB/eccDNA/Amaranthus_palmeri/SRR16958692.fastq.gz,,,cleaned_fastq,pacbio,rca,eccdna,PRJNA780915,true,clr,other
SRR16958693,/data1/users/siyangming/PlanteccDNADB/eccDNA/Amaranthus_palmeri/SRR16958693.fastq.gz,,,cleaned_fastq,pacbio,ciderseq,eccdna,,false,clr,ciderseq
SRR24335749,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335749.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,,false,ont,none
SRR24335750,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335750.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335751,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335751.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335753,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335753.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335754,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335754.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335755,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335755.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335756,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335756.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335757,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335757.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335758,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335758.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335759,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335759.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335760,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335760.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335761,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335761.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA961124,false,ont,none
SRR24335762,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335762.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,,true,ont,mobilome
SRR24335764,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335764.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA961124,true,ont,other
SRR24335765,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24335765.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA961124,true,ont,other
SRR24693334,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693334.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,,true,ont,other
SRR24693335,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693335.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693336,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693336.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693337,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693337.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693338,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693338.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693339,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693339.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693340,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693340.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693341,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693341.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693342,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693342.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693343,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693343.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693344,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693344.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR24693345,/data1/users/siyangming/PlanteccDNADB/eccDNA/Arabidopsis_thaliana/SRR24693345.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA975338,true,ont,other
SRR26069818,/data1/users/siyangming/PlanteccDNADB/eccDNA/Alopecurus_myosuroides/SRR26069818.fastq.gz,,,cleaned_fastq,pacbio,rca,eccdna,,false,clr,other
SRR26069819,/data1/users/siyangming/PlanteccDNADB/eccDNA/Alopecurus_myosuroides/SRR26069819.fastq.gz,,,cleaned_fastq,pacbio,rca,eccdna,PRJNA1017797,true,hifi,other
SRR26069820,/data1/users/siyangming/PlanteccDNADB/eccDNA/Alopecurus_myosuroides/SRR26069820.fastq.gz,,,cleaned_fastq,pacbio,rca,eccdna,PRJNA1017797,true,hifi,other
SRR26069821,/data1/users/siyangming/PlanteccDNADB/eccDNA/Alopecurus_myosuroides/SRR26069821.fastq.gz,,,cleaned_fastq,pacbio,rca,eccdna,PRJNA1017797,true,hifi,other
SRR26069822,/data1/users/siyangming/PlanteccDNADB/eccDNA/Alopecurus_myosuroides/SRR26069822.fastq.gz,,,cleaned_fastq,pacbio,rca,eccdna,PRJNA1017797,true,hifi,other
SRR26069823,/data1/users/siyangming/PlanteccDNADB/eccDNA/Alopecurus_myosuroides/SRR26069823.fastq.gz,,,cleaned_fastq,pacbio,rca,eccdna,PRJNA1017797,true,hifi,other
SRR26069824,/data1/users/siyangming/PlanteccDNADB/eccDNA/Alopecurus_myosuroides/SRR26069824.fastq.gz,,,cleaned_fastq,pacbio,rca,eccdna,PRJNA1017797,true,hifi,other
SRR28004411,/data1/users/siyangming/PlanteccDNADB/eccDNA/Solanum_lycopersicum/SRR28004411.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,,false,ont,other
SRR28004412,/data1/users/siyangming/PlanteccDNADB/eccDNA/Solanum_lycopersicum/SRR28004412.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA1077878,true,ont,other
SRR30359583,/data1/users/siyangming/PlanteccDNADB/eccDNA/Amaranthus_palmeri/SRR30359583.fastq.gz,,,cleaned_fastq,pacbio,wgs,gdna,,false,hifi,none
SRR30359584,/data1/users/siyangming/PlanteccDNADB/eccDNA/Amaranthus_palmeri/SRR30359584.fastq.gz,,,cleaned_fastq,pacbio,wgs,gdna,PRJNA1151833,false,hifi,none
SRR30359585,/data1/users/siyangming/PlanteccDNADB/eccDNA/Amaranthus_palmeri/SRR30359585.fastq.gz,,,cleaned_fastq,pacbio,wgs,gdna,PRJNA1151833,false,hifi,none
SRR30359586,/data1/users/siyangming/PlanteccDNADB/eccDNA/Amaranthus_palmeri/SRR30359586.fastq.gz,,,cleaned_fastq,pacbio,wgs,gdna,PRJNA1151833,false,hifi,none
SRR30359587,/data1/users/siyangming/PlanteccDNADB/eccDNA/Amaranthus_palmeri/SRR30359587.fastq.gz,,,cleaned_fastq,pacbio,wgs,gdna,PRJNA1151833,false,hifi,none
SRR30359588,/data1/users/siyangming/PlanteccDNADB/eccDNA/Amaranthus_palmeri/SRR30359588.fastq.gz,,,cleaned_fastq,pacbio,wgs,gdna,PRJNA1151833,false,hifi,none
SRR31773424,/data1/users/siyangming/PlanteccDNADB/eccDNA/Helianthus_annuus/SRR31773424.fastq.gz,,,cleaned_fastq,ont,enriched,eccdna,,false,ont,other
SRR31773425,/data1/users/siyangming/PlanteccDNADB/eccDNA/Helianthus_annuus/SRR31773425.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA1200253,false,ont,none
SRR31773426,/data1/users/siyangming/PlanteccDNADB/eccDNA/Helianthus_annuus/SRR31773426.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA1200253,false,ont,none
SRR31773427,/data1/users/siyangming/PlanteccDNADB/eccDNA/Helianthus_annuus/SRR31773427.fastq.gz,,,cleaned_fastq,ont,wgs,gdna,PRJNA1200253,false,ont,none
SRR36603439,/data1/users/siyangming/PlanteccDNADB/eccDNA/Nicotiana_benthamiana/SRR36603439.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,,true,ont,other
SRR36603440,/data1/users/siyangming/PlanteccDNADB/eccDNA/Nicotiana_benthamiana/SRR36603440.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA1393863,true,ont,other
SRR36603441,/data1/users/siyangming/PlanteccDNADB/eccDNA/Nicotiana_benthamiana/SRR36603441.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA1393863,true,ont,other
SRR36603442,/data1/users/siyangming/PlanteccDNADB/eccDNA/Nicotiana_benthamiana/SRR36603442.fastq.gz,,,cleaned_fastq,ont,rca,eccdna,PRJNA1393863,true,ont,other
